RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,8202387,4288,738.928,-1,-1,-1,-1,5897677,639322,708,540
9,Bayern,9713419,4012,740.085,-1,-1,-1,-1,7107205,762633,858,1186
11,Berlin,2841447,1785,774.344,-1,-1,-1,-1,2030508,329878,489,377
12,Brandenburg,1754755,781,695.809,-1,-1,-1,-1,1236832,153276,92,84
4,Bremen,613138,386,900.083,-1,-1,-1,-1,419760,45605,27,7
2,Hamburg,1536580,837,831.819,-1,-1,-1,-1,1103628,129711,173,98
6,Hessen,4823695,2499,767.117,-1,-1,-1,-1,3441782,407058,262,328
13,Mecklenburg-Vorpommern,1196091,1283,743.774,-1,-1,-1,-1,883751,99191,95,124
3,Niedersachsen,6271553,5310,784.571,-1,-1,-1,-1,4186164,515759,277,442
5,Nordrhein-Westfalen,14397426,5975,802.209,-1,-1,-1,-1,10377297,907569,599,482
7,Rheinland-Pfalz,3175009,4948,775.546,-1,-1,-1,-1,2318789,242074,83,145
10,Saarland,810652,614,821.423,-1,-1,-1,-1,611489,65741,41,87
14,Sachsen,2648954,2159,650.534,-1,-1,-1,-1,1995666,241840,280,634
15,Sachsen-Anhalt,1567356,849,714.128,-1,-1,-1,-1,1119922,146496,112,257
1,Schleswig-Holstein,2339706,1407,805.747,-1,-1,-1,-1,1654495,191131,62,151
16,Thüringen,1486448,1718,696.758,-1,-1,-1,-1,1079357,141170,66,175
0,Gesamt,63580434,38851,764.494,-1,-1,-1,-1,45554415,5101777,4227,5117
