RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,8201612,4185,738.858,-1,-1,-1,-1,5897106,639226,407,525
9,Bayern,9712440,3812,740.010,-1,-1,-1,-1,7106501,762582,209,1108
11,Berlin,2840940,1723,774.205,-1,-1,-1,-1,2030089,329858,80,367
12,Brandenburg,1754623,752,695.756,-1,-1,-1,-1,1236739,153267,2,74
4,Bremen,613109,386,900.040,-1,-1,-1,-1,419738,45603,15,7
2,Hamburg,1536364,807,831.702,-1,-1,-1,-1,1103458,129698,84,93
6,Hessen,4823149,2365,767.030,-1,-1,-1,-1,3441415,407014,319,301
13,Mecklenburg-Vorpommern,1195987,1265,743.709,-1,-1,-1,-1,883677,99179,3,121
3,Niedersachsen,6270845,5154,784.482,-1,-1,-1,-1,4185707,515670,61,411
5,Nordrhein-Westfalen,14395726,5688,802.114,-1,-1,-1,-1,10376046,907429,237,445
7,Rheinland-Pfalz,3174580,4895,775.441,-1,-1,-1,-1,2318460,242029,16,143
10,Saarland,810605,605,821.376,-1,-1,-1,-1,611459,65734,19,84
14,Sachsen,2648629,2072,650.454,-1,-1,-1,-1,1995437,241832,6,607
15,Sachsen-Anhalt,1567183,804,714.050,-1,-1,-1,-1,1119802,146488,0,238
1,Schleswig-Holstein,2339596,1407,805.709,-1,-1,-1,-1,1654389,191128,17,151
16,Thüringen,1486382,1713,696.727,-1,-1,-1,-1,1079310,141168,0,175
0,Gesamt,63573574,37633,764.411,-1,-1,-1,-1,45549412,5101228,1475,4850
